2 November 1992,Occupation,DEPUTY SHERIFF,M P D O,Buick Park Avenue,Yes,
3 November 1992,,,,,,
4 November 1992,,,,,,
5 November 1992,,,,,,
6 November 1992,,,,,,
9 November 1992,,,,,,
10 November 1992,Place,FACTORY,C D M A,,Yes,
11 November 1992,,,,,,
12 November 1992,,,,,,
13 November 1992,Thing,ACRE OF LAND,D C F O,Cadillac Seville,Yes,
16 November 1992,,,,,,
17 November 1992,,,,,,
18 November 1992,,,,,,
19 November 1992,,,,,,
20 November 1992,Place,NEIGHBORHOOD,H K M A,,Yes,
23 November 1992,,,,,No,
24 November 1992,Place,CARNIVAL,C B K A,Bank account,Yes,
25 November 1992,Thing,FOG HORN,C P M O,$20000 annuity,Yes,Yes they spelled it that way.
26 November 1992,Occupation,POLITICIAN,C D M A,$30000 savings bonds,Yes,
27 November 1992,,,,,,
30 November 1992,,,,,,
1 December 1992,,,,,,
2 December 1992,,,,,,
3 December 1992,,,,,,
4 December 1992,,,,,,
7 December 1992,,,,,,
8 December 1992,,,,,,
9 December 1992,Thing,HALBIUT,G D K O,Ski package,No,
10 December 1992,,,,,,
11 December 1992,,,,,,
14 December 1992,,,,,,
15 December 1992,,,,,,
16 December 1992,,,,,,
17 December 1992,Phrase,PUT YOUR FOOT DOWN,C M P O,Indonesia cruise,Yes,
18 December 1992,Fictional Character,BAMBI,D M G I,Chevy Corvette,Yes,
21 December 1992,,,,,Yes,
22 December 1992,,,,,Yes,
23 December 1992,,,,,Yes,
24 December 1992,,,,,Yes,
25 December 1992,Thing,BABY POWDER,C D M O,$25000,Yes,
28 December 1992,Thing,BOBSLED,C H M I,Family van,No,
29 December 1992,Event,AUCTION,C D M I,Convertible,No,
30 December 1992,,,,,,
31 December 1992,,,,,,
3 January 1994,,,,,,
4 January 1994,,,,,,
5 January 1994,,,,,,
6 January 1994,,,,,,
7 January 1994,,,,,,
10 January 1994,,,,,,
11 January 1994,,,,,,
12 January 1994,,,,,,
13 January 1994,,,,,,
14 January 1994,,,,,,
17 January 1994,,,,,,
18 January 1994,,,,,,
19 January 1994,,,,,,
20 January 1994,,,,,,
21 January 1994,,,,,,
24 January 1994,Thing,PROBLEM,G C D A,$25000,No,
25 January 1994,Phrase,THANK YOU,C D Y A,,Yes,
26 January 1994,Thing,BASH,C H D A,Audi,Yes,Pretty sure this was the answer.
27 January 1994,Things,SPARK PLUGS,,,,
28 January 1994,Person,HOT SHOT,C D M A,$25000,No,
31 January 1994,,,,,,
1 February 1994,Place,SPAIN,P H M A,China cruise,Yes,
2 February 1994,Phrase,SLOW MOTION,W M G O,$25000,Yes,
3 February 1994,,,,,,
4 February 1994,,,,,,
7 February 1994,Title,CABARET,C B G A,Joalier watches,Yes,
8 February 1994,,,,,,
9 February 1994,Thing,HOMEWORK,C D M A,$25000,Yes,
10 February 1994,Thing,PROFIT,C B P O,Leroy Neiman lithograph,Yes,
11 February 1994,Title,WINGS,C D M O,His & Hers cars,No,
14 February 1994,,,,,,
15 February 1994,,,,,,
16 February 1994,Title,HONEYMOON,D G M A,$25000,No,
17 February 1994,Fictional Character,MATLOCK,M C D A,Boat,Yes,
18 February 1994,People,ADULTS,M C D A,Trip to Egypt,Yes,
21 February 1994,Thing,LAVA,D C M A,$25000,Yes,
22 February 1994,,,,,,
23 February 1994,Place,JUNGLE,,,,
24 February 1994,,,,,,
25 February 1994,,,,,,
28 February 1994,,,,,,
1 March 1994,,,,,,
2 March 1994,Thing,X-RAY,M P B A,Joalier watches,Yes,
3 March 1994,Phrase,SOFT-SPOKEN,M D C A,France trip,No,
4 March 1994,Thing,WORLD CUP,C D M U,France trip,Yes,
7 March 1994,,,,,,
8 March 1994,,,,,,
9 March 1994,,,,,,
10 March 1994,,,,,,
11 March 1994,Thing,AVOCADO,P D M A,Car,No,
14 March 1994,Thing,SMOKE,C D P O,Holland trip,Yes,
15 March 1994,,,,,,
16 March 1994,,,,,,
17 March 1994,,,,,,
18 March 1994,Thing,GOLD,H P C O,Unknown car,No,
21 March 1994,,,,,,
22 March 1994,Thing,BOWL,,,,
23 March 1994,,,,,,
24 March 1994,,,,,,
25 March 1994,Slang?,DOZED OFF,,,,Not sure on the category here.
4 April 1994,,,,,,
5 April 1994,,,,,,
6 April 1994,,,,,,
7 April 1994,Thing,GIRAFFE,C M D A,Australia trip,No,
8 April 1994,,,,,,
11 April 1994,Things,DICE,B C M O,Convertible,No,
12 April 1994,Thing,GOAT,B G M O,Steinway baby grand piano,Yes,
13 April 1994,,,,,Yes,
14 April 1994,Things,SKIS,D C M U,$25000,Yes,Wow that was a good job.
15 April 1994,Thing,FROWN,W C B O,Paris trip,Yes,
18 April 1994,Thing,KEYHOLE,P C M I,Joalier watches,Yes,
19 April 1994,Place,VINEYARD,D V M I,Regal Bowrider boat,Yes,
20 April 1994,Thing,WORM,C M D O,Chevy Cavalier,Yes,
21 April 1994,Slang,NIFTY,G H Y I,$25000,No,Someone choked.
22 April 1994,Title,THE PIANO,H D M A,Orient cruise,No,
25 April 1994,Place,VALLEY FORGE,C P G I,$25000,No,
26 April 1994,Thing,TONIGHT,C D P I,Grand Banquet (?),No,Shouldn't that be Event?
27 April 1994,,,,,,
28 April 1994,Thing,ICE CUBE,H M D I,Ballooning in France,Yes,
29 April 1994,Thing,BREAD,C D M A,Cadillac,Yes,
2 May 1994,Phrase,STOP THE SHOW,P B M O,$25000 for charity,Yes,
3 May 1994,Phrase,NO HARM DONE,B D M O,$25000 for charity,Yes,
4 May 1994,Person,BEAU BRIDGES,B D M A,$25000 for charity,No,No? Really?
5 May 1994,Thing,PARASAIL,M B P A,$25000 for charity,Yes,
6 May 1994,Thing,HUMOR,B D M O,$25000 for charity,No then yes,Lee Greenwood didn't solve it in time but Pat brought in everyone else to help them end on a win.
9 May 1994,Place,HEAVEN,C D M A,Canadian trip + motorhome,Yes,
10 May 1994,Slang,DEEJAY,H D C O,Amazon cruise,No,
11 May 1994,Things,COOKIES,C D H I,Mexico trip + van,Yes,
12 May 1994,Thing,YO-YO,G H M O,$25000,Yes,
13 May 1994,Thing,LIGHT BULB,G D H I,Texas trip + Corvette,Yes,
16 May 1994,Thing,HOT DOG,D P M I,Chevy Blazer,No,
17 May 1994,Thing,FINAL EXAM,P M F I,Trip for 4 to Hawaii,Yes,
18 May 1994,Person,PUBLIC SPEAKER,M C D A,$25000,Yes,
19 May 1994,People,GROUPIES,C H M O,Chevy Blazer,No,
20 May 1994,Things,MASHED POTATOES,D M P O,$50000 annuity,Yes,
23 May 1994,Thing,TRAFFIC,D M P I,$20000 annuity,No,
24 May 1994,Thing,TODAY,M D G A,$25000,Yes,
25 May 1994,Thing,GRAPEVINE,D M C I,$20000 annuity,Yes,
26 May 1994,Person,BRIDEGROOM,D M P A,Boat,Yes,
27 May 1994,Thing,CLIMATE,C P M A,Oldsmobile Aurora,Yes,
30 May 1994,Thing,PHONE,,,,
31 May 1994,,,,,,
1 June 1994,,,,,,
2 June 1994,,,,,,
3 June 1994,Things,BALL & CHAIN,B C H A,Corvette,Yes,
6 June 1994,Thing,MEMO,C D M A,Italian cooking trip,Yes,
7 June 1994,Thing,PERFUME,D M P U,Saab SE,Yes,
8 June 1994,Phrase,LIGHTS OUT,M K C O,$25000,No,
9 June 1994,Place,HAVANA,G C M A,L. Picard gold + diamond watches,Yes,
10 June 1994,Place,GYMNASIUM,M D H O,Van,No,
13 June 1994,Place,MUSEUM,M P D O,$25000,Yes,
14 June 1994,,,,,,
15 June 1994,Thing,HARDWARE,D W M O,Boat,Yes,
16 June 1994,Occupation,BUSBOY,,,,
17 June 1994,Thing,MAGIC ACT,B C M A,Grand Canyon trip + Harleys,Yes,
5 September 1994,Phrase,DO NOT DISTURB,F G Y O,Car + Houseboat,No,
6 September 1994,Person,HUNK,C D M A,Annuity,No,
7 September 1994,Thing,TIDBIT,C M P O,Annuity,No,
8 September 1994,Title,THE LION KING,C H M O,Chevy Camaro,Yes,
9 September 1994,Things,BRACES,C M P O,Home theater package,Yes,
12 September 1994,Thing,RIBBON,P D C O,Gazebo/spa package,No,
13 September 1994,,,,,,
14 September 1994,,,,,,
15 September 1994,Person,MEG RYAN,H P K A,England trip,No,
16 September 1994,Place,BAKERY,C M Y I,Gazebo/spa package,No,
19 September 1994,,,,,No,
20 September 1994,People,CROWD,C D M A,Trip around the world,Yes,
21 September 1994,,,,$25000,Yes,
22 September 1994,Slang,FED UP,C D M A,Volvo 850,No,
23 September 1994,Place,DUNGEON,D M P O,Volvo 850,Yes,
26 September 1994,Thing,DATE OF BIRTH,D C M A,$25000,Yes,
27 September 1994,Phrase,EBB AND FLOW,D M Y A,London/Paris trip,No,
28 September 1994,Thing,MURPHY'S LAW,M P C A,Steinway baby grand piano,Yes,
29 September 1994,,,,,,
30 September 1994,,,,,,
3 October 1994,,,,,Yes,
4 October 1994,Thing,FAUCET,C K J A,Born Free motorcoach,Yes,
5 October 1994,Phrase,WOE IS ME,C D M A,Volkswagen Passat & Golf,Yes,
6 October 1994,,,,,,
7 October 1994,Title,THE MASK,H C M A,$25000,Yes,
10 October 1994,,,,,Yes,
11 October 1994,Place,CHURCH,M H G I,Cadillac Eldorado,Yes,
12 October 1994,Slang,PHOOEY,G D C O,Grand piano,No,Phooey indeed.
13 October 1994,Thing,TIARA,H C P O,$25000,No,
14 October 1994,Thing,FLEA,M D B O,Netherlands trip,No,
17 October 1994,,,,,,
18 October 1994,Thing,KIMONO,G D M A,$25000,No,
19 October 1994,,,,,,
20 October 1994,,,,,,
21 October 1994,,,,,,
24 October 1994,Things,AIRWAVES,C D G I,$25000,No,
25 October 1994,,,,,,
26 October 1994,Phrase,IF LOOKS COULD KILL,C D M O,$25000,Yes,
27 October 1994,Thing,BUCKET,P M D A,Motor home,No,
28 October 1994,Occupation,MAYOR,M C H A,Annuity,Yes,
31 October 1994,Thing,AWARD,M C D A,Annuity,No,Yes you read that right; that says "no".
1 November 1994,Thing,PILLOW,D M H A,Annuity,No,
2 November 1994,Thing,GIGGLE,D M P A,Annuity,No,
3 November 1994,Landmark,THE ALAMO,G D C A,Sculpture,Yes,
4 November 1994,Phrase,LO AND BEHOLD,M Y D A,Annuity,No,
7 November 1994,,,,,,
8 November 1994,Thing,HOT SAUCE,D C H A,Annuity,Yes,
9 November 1994,Person,GURU,J D M A,Sports car,No,
10 November 1994,Phrase,AS I WAS SAYING,G C D A,,Yes,
11 November 1994,Thing,OVEN,C D M A,$25000,No,
14 November 1994,Phrase,OUT OF SYNC,C F G O,Leroy Nieman art,Yes,
15 November 1994,Thing,IDEA,M H D I,Ford Thunderbird,Yes,
16 November 1994,Phrase,THUMBS UP,H M B U,$25000,Yes,
17 November 1994,Occupation,RABBI,C B M A,Savings bonds,Yes,
18 November 1994,Thing,SHOEHORN,C D M A,Boat,No,
21 November 1994,Thing,CROWN,C B P O,$25000,Yes,
22 November 1994,Thing,DRUMSTICK,C D P A,Boat,No,
23 November 1994,Slang,UP TO SNUFF,M C P A,Pontiac TransSport van,Yes,
24 November 1994,Thing,BRANDING IRON,G D C I,Boat,Yes,
25 November 1994,Thing,FLAG,P M C U,Diamond,No,
28 November 1994,Person,DUSTIN HOFFMAN,D M F I,Canadian rail trip,Yes,
29 November 1994,Thing,OLIVE,D G M A,$25000,No,
30 November 1994,,,,,,
1 December 1994,,,,,,
2 December 1994,,,,,,
5 December 1994,Phrase,CHANGE OF HEART,H G C I,Buick Riviera,Yes,
6 December 1994,,,,,,
7 December 1994,,,,,,
8 December 1994,,,,,,
9 December 1994,People,COHORTS,D P M A,Diamond watch,No,
12 December 1994,,,,,,
13 December 1994,Place,KENYA,,,,
14 December 1994,Thing,CRICKET,C D M I,Australia trip,Yes,
15 December 1994,,,,,,
16 December 1994,,,,,,
19 December 1994,People,MARY & JOSEPH,M D C A,Pontiac Grand Prix + Firebird,Yes,
20 December 1994,Thing,BEDTIME,M D C A,$30000 annuity,Yes,
21 December 1994,Thing,LAUGHTER,G H M A,Volvo 850,Yes,
22 December 1994,Thing,BAY WINDOW,C M B A,Silver package,No,
23 December 1994,Fictional Character,FRASIER,P G M A,$25000,Yes,
Reruns aired the week of December 30.,,,,,,
9 January 1995,Slang,CUTIE PIE,O P M W,Kawasaki motorcycles + $10000 cash,Yes,
10 January 1995,,,,,,
11 January 1995,Place,VALLEY,C P M I,$25000,No,
12 January 1995,Event,RODEO,C M P I,Corvette,Yes,
13 January 1995,Fictional Character,VAMPIRE,C D M O,$25000,No,
16 January 1995,,,,,,
17 January 1995,,,,,,
18 January 1995,,,,,,
19 January 1995,Title,JEOPARDY,P D M I,Caribbean trip,Yes,Shout-out time.
20 January 1995,Thing,MONEY,D P C I,Pair of cars,No,He let them pick a prize themselves instead of drawing an envelope. Odd.
23 January 1995,Thing,ROOF,,Some sort of car,Yes,Not sure on the letters but I can tell you she had only the R.
24 January 1995,Thing,LOGIC,H M D O,,No,
25 January 1995,Thing,BOW TIE,C D M I,Yes,,
26 January 1995,,,,,,
27 January 1995,Thing,PRIZE,P C M I,$20000 annuity,Yes,
30 January 1995,Thing,SKIN,C D P U,New York shipping spree,No,Wow. That one's pretty much all or nothing on the obscure K.
31 January 1995,Slang,COP OUT,C D M O,Wurlitzer piano + $5000 cash,Yes,
1 February 1995,Thing,DIAGRAM,D M C A,Buick Riviera,Yes,
2 February 1995,Person,CLOWN,C G P O,$25000,Yes,
3 February 1995,Slang,THE BLAHS,C P B I,Bangle,No,He said "The blah" and stopped. Oops.
6 February 1995,,,,,No,
7 February 1995,Thing,OATMEAL,B M C A,$25000,Yes,
8 February 1995,Things,TRACKS,C M W O,Hawaii trip,Yes,
9 February 1995,,,,,No,
10 February 1995,Person,PARTY ANIMAL,M G P A,$34400 annuity,Yes,
13 February 1995,,,,,,
14 February 1995,Phrase,CRY LIKE A BABY,M H D O,Boat,No,
15 February 1995,Thing,IVORY SOAP,C M P A,Boat,No,
